title,url
Supertramp - Another Man's Woman (Live in Paris 1979),https://www.youtube.com/watch?v=0Bzr4tgMRs8
"El Consejo de Europa afea a España incumplir 19 indicaciones anticorrupción, algunas de aforamientos o 'puertas giratorias'",https://www.rtve.es/noticias/20250801/consejo-europa-espana-incumple-recomendaciones-anticorrupcion/16684345.shtml
España lidera la infrautilización de trabajadores entre los países más desarrollados del mundo,https://elpais.com/economia/2025-08-01/espana-lidera-la-tasa-de-trabajadores-sobrecualificados-de-los-paises-mas-de-desarrollados-del-mundo.html
La justicia europea multa y condena a España por el retraso en la ampliación de los permisos parentales,https://www.eldiario.es/economia/justicia-europea-multa-condena-espana-retraso-ampliacion-permisos-parentales_1_12508452.html
La jueza da la razón a la Iglesia y ordena el desahucio de las exmonjas de Belorado,https://www.lasexta.com/noticias/sociedad/jueza-razon-iglesia-ordena-desahucio-exmonjas-belorado_20250801688c84e89db33905c4dfbb6d.html
“Me volví adicta a las compras. Este problema debe tomarse más en serio”: qué es la oniomanía y cómo las redes sociales la impulsan cada vez más,https://www.bbc.com/mundo/articles/cly3jz6zqe6o
MBDA acelera la producción de misiles ASTER,https://galaxiamilitar.es/mbda-acelera-la-produccion-de-misiles-aster/
"Diana Morant respeta la dimisión del comisionado para la Dana y defiende su carrera: ""Nosotros no pedimos títulos, pedimos hoja de servicios. A un político no lo hacen los títulos""",https://www.europapress.es/comunitat-valenciana/noticia-morant-respeta-dimision-angel-defiende-carrera-nosotros-no-pedimos-titulos-hoja-servicios-20250731172205.html
Alemania reconoce aislamiento de Israel en el tema palestino,https://www.dw.com/es/alemania-ve-a-israel-cada-vez-más-en-minoría-en-la-cuestión-palestina/a-73481020
"Diana Morant elogia a Batalla tras su dimisión por la polémica sobre su currículum: ""El partido estará a su lado""",https://www.lasexta.com/noticias/nacional/diana-morant-elogia-batalla-dimision-polemica-curriculum-partido-estara-lado_20250731688b3e519db33905c4dcdfa1.html
"El jefe del jornalero muerto por calor en Lorca, al banquillo por homicidio imprudente",https://www.laopiniondemurcia.es/sucesos/2025/08/01/jefe-jornalero-muerto-calor-lorca-banquillo-120246578.html?fbclid=IwY2xjawL5ajpleHRuA2FlbQIxMQABHuZCxPylYbErIFoRoRtrAUiN-C6XQiZklvG7Lm_rZozC55zxJA2J26176Y0y_aem_vnzhYvp-ZWFp3VaI6NTOQg
"Después de Sánchez, ¿qué?",https://www.nortes.me/2025/07/19/despues-de-sanchez-que/
Detienen a un ganadero de Castropol que vertió al monte 65.000 litros de purines y dejó sin agua potable a tres parroquias,https://www.elcomercio.es/asturias/occidente/detienen-ganadero-luarca-vertio-monte-purines-sin-agua-potable-20250801093835-nt.html
"Un médico español denuncia que los soldados israelíes ""juegan al tiro al pato"" con los gazatíes en los repartos de comida",https://cadenaser.com/nacional/2025/08/01/un-medico-espanol-denuncia-que-los-soldados-israelies-juegan-al-tiro-al-pato-con-los-gazaties-en-los-repartos-de-comida-cadena-ser/
Los nuevos billetes de 20 euros causan polémica entre Polonia y Francia,https://es.euronews.com/my-europe/2025/07/31/los-nuevos-billetes-de-20-euros-causan-polemica-entre-polonia-y-francia
La AEMET se persona como perjudicada en la causa por la filtración del audio manipulado con el 112 durante la DANA,https://cadenaser.com/comunitat-valenciana/2025/08/01/aemet-se-persona-como-perjudicada-en-la-causa-por-la-filtracion-del-audio-manipulado-con-el-112-durante-la-dana-radio-valencia/
'The Economist' pide que Pedro Sánchez dimita o convoque elecciones anticipadas,https://www.elconfidencial.com/espana/2025-08-01/the-economist-pedro-sanchez-dimision_4184228/
La primera canción de rock en incluir el sitar,https://indiehoy.com/historias/primera-cancion-de-rock-en-tener-un-sitar/
Cómo el dominio chino de las tierras raras obligó a Trump a ceder en las negociaciones comerciales,https://www.diario-red.com/articulo/internacional/restriccion-exportacion-siete-minerales-raros-desbarato-completo-guerra-comercial-trump-china/20250731120000051773.html
Israel evacua a la mayoría de su personal diplomático de los Emiratos Árabes Unidos ante el aumento de las amenazas a la seguridad,https://www.indiatoday.in/world/story/israel-evacuates-most-diplomatic-staff-from-uae-amid-heightened-security-threats-glbs-2764498-2025-08-01
"La historia de la única mujer en la foto: María del Carmen Martínez Sancho, primera doctora en matemáticas de España",https://elpais.com/ciencia/cafe-y-teoremas/2025-08-01/la-historia-de-la-unica-mujer-en-la-foto-maria-del-carmen-martinez-sancho-primera-doctora-en-matematicas-de-espana.html?ssm=BK_CM
Embajador israelí en Emiratos será reemplazado tras conducta inapropiada en un bar,https://www.elcorreo.ae/articulo/emiratos-arabes/embajador-israeli-emiratos-sera-reemplazado-conducta-inapropiada-bar/20250730084323169777.html
Noche de robos en Madrid: tres atracos en Callao y en Sol con paliza grave incluída,https://www.telemadrid.es/programas/buenos-dias-madrid/Noche-de-robos-en-Madrid-tres-atracos-en-Callao-y-en-Sol-con-paliza-grave-incluida-2-2802939680--20250801085922.html
Cómo España se convirtió en uno de los líderes mundiales del tren de alta velocidad y qué dudas genera su apuesta,https://www.bbc.com/mundo/articles/c1k8kmn8le2o
La declaración jurada de Mariano Cúneo Libarona: el patrimonio del ministro de Justicia aumentó casi un 50%,https://chequeado.com/el-explicador/la-declaracion-jurada-de-mariano-cuneo-libarona-el-patrimonio-del-ministro-de-justicia-aumento-casi-un-50/
"Alessandro Venier fue descuartizado por su madre y su pareja porque ""no ponía la mesa""",https://www.elmundo.es/internacional/2025/08/01/688c6847fc6c8308738b4596.html
Reivindicando el cine de los 80: Traición sin límites,https://blogs.culturamas.es/juanluismarin/2025/08/01/reivindicando-el-cine-de-los-80-27-traicion-sin-limites/
El Supremo amaga ahora con apartar al fiscal general de su cargo antes del juicio,https://www.eldiario.es/politica/supremo-amaga-ahora-apartar-fiscal-general-cargo-juicio_1_12506210.html
"La cuidadora Teresa minutos antes de ser asesinada, a su empresa: ""Renuncio por acoso laboral. Os doy 15 días""",https://www.publico.es/sociedad/sanidad/cuidadora-teresa-minutos-asesinada-empresa-renuncio-acoso-laboral-os-doy-15-dias.html
"Australia prohíbe a los menores de 16 años acceder a YouTube por ""causar daño social""",https://www.elmundo.es/internacional/2025/07/31/688b86f4e9cf4af7728b45a4.html
La jueza decreta el desahucio de las 8 exmonjas cismáticas,https://www.diariodeburgos.es/noticia/z894f3d62-fd84-4214-99fdfbfaa0d5867b/202508/la-jueza-decreta-el-desahucio-de-las-8-exmonjas-cismaticas
"Una concejal libertaria de Misiones en Argentina, reivindicó la dictadura en redes sociales",https://www.pagina12.com.ar/846259-una-concejal-libertaria-de-misiones-reivindico-la-dictadura-
Trump propone un ostentoso salón dorado en la Casa Blanca por $200 millones,https://www.independentespanol.com/politica/ee-uu/renovacion-salon-dorado-casa-blanca-trump-b2799975.html
"El portavoz de VOX que equipara subvencionar el catalán con ""gastar dinero público en putas y cocaina"", recibe subvenciones por rotular en catalán [CAT]",https://www.dbalears.cat/balears/politica/2025/07/31/409147/toni-gili-vox-equipara-subvencionar-catala-amb-gastar-doblers-publics-putes-cocaina-tenia-empresa-rep-subvencions-per-rotular-catala.html
Llega a España el primer avión con niños de Gaza,https://www.ondacero.es/noticias/espana/llega-espana-primer-avion-ninos-gaza_20250731688b4b3c9db33905c4dd04a9.html
"Eslovenia impone embargo a las exportaciones, importaciones y tránsito de armas a Israel, convirtiéndose así en el primer país europeo en adoptar esta medida [ENG]",https://www.globalbankingandfinance.com/SLOVENIA-ISRAEL-EMBARGO-e3ba36cf-9752-4405-a2c6-0ef11e697d1d
Simulador de subducción y terremotos,https://www.youtube.com/watch?v=k_V2QJQoB1o&t=33s
Piden 3 años de cárcel para tres policías forales por golpear a un detenido en los calabozos de Tudela,https://www.noticiasdenavarra.com/sucesos/2025/08/01/piden-3-anos-carcel-tres-9939466.html
"La familia de Virginia Giuffre expresa su sorpresa por que Trump diga que Epstein ""la robó"" [ENG]",https://www.npr.org/2025/08/01/nx-s1-5488736/virginia-giuffre-family-trump-epstein
"No hagáis caso a Feijóo, es bueno coger vacaciones",https://www.eldiario.es/politica/no-hagais-caso-feijoo-bueno-coger-vacaciones_129_12506527.html
Un jubilado español que vive en Tailandia y paga solo 100 euros de alquiler por una casa,http://noticiastrabajo.huffingtonpost.es/economia/pensiones/un-jubilado-espanol-que-vive-en-tailandia-y-paga-solo-100-euros-de-alquiler-por-una-casa-aqui-con-150-euros-salimos/
El Consejo de Europa exige medidas a España contra los aforamientos y la corrupción policial,https://www.eldiario.es/politica/consejo-europa-exige-medidas-espana-aforamientos-corrupcion-policial_1_12507533.html
El turismo a través de nuestro cine,https://www.elnortedecastilla.es/podcast/el-amplificador/turismo-traves-cine-20250725000227-audrc.html
La razón por la que tu móvil no tiene una batería más grande,https://www.movilzona.es/noticias/smartphones/razon-baterias-moviles-chinos-mas-grande/
El increíble árbol que frena los incendios forestales: ‘Funciona como un cortafuegos’,https://www.elperiodico.com/es/medio-ambiente/20250801/increible-arbol-frena-incendios-forestales-120259413
La precuela de Ocean's Eleven ya tiene director,https://www.elseptimoarte.net/noticias/actualidad/la-precuela-de-ocean-s-eleven-tiene-director-51274.html
Pozuelo solo quiere refugiados blancos: de abrazar la acogida de ucranianos a impedir la de menores africanos,https://www.eldiario.es/desalambre/pozuelo-quiere-refugiados-blancos-abrazar-acogida-ucranianos-impedir-menores-africanos_1_12506887.html
"Una ermita con vistas enfrenta al alcalde de un pueblo valenciano con el edil de Vox, que asegura que la ha comprado",https://elpais.com/espana/comunidad-valenciana/2025-08-01/una-ermita-con-vistas-enfrenta-al-alcalde-de-un-pueblo-valenciano-con-el-edil-de-vox-que-asegura-que-la-ha-comprado.html
Dimite un consejero de Vox en Extremadura acusado de falsear su currículum,https://www.elperiodico.com/es/politica/20250801/dimite-consejero-vox-extremadura-acusado-falsear-curriculum-120261403
'Recursos': ¿Qué haremos cuando se agoten las materias primas?,https://www.rtve.es/noticias/20250731/comic-recursos-haremos-cuando-se-agoten-materias-primas/16683037.shtml
